UniqueID ,Customer problems,Customer comments after the ticket is closed
250610.0006192,"Người nhận có ý muốn lười đảo, tôi muốn nhận lại tiền
","Tôi muốn nhờ momo lấy lại tiền, vì người nhận không muốn trả lại tiền"
250610.0009638,"tôi có đặt vé xe phương trang nhưng thanh toán thất bại, trong khi đó tài khoản vietcom thanh toán liên kết qua momo vẫn bị trừ 200k. khi đến bến xe thì phương trang xác nhận đặt vé không thành công. ví tôi vẫn mất 200k. nhờ momo kiểm tra lại giùm 200k nó đi đâu ạ? 
","Cho đến hiện tại, theo phân tích của MOMO thì trường của mình thuộc trường hợp 2, nghĩa là giao dịch KHÔNG THÀNH CÔNG. Hiện đã qua 2 ngày nhưng 200k vẫn chưa được hoàn trả lại tài khoản vietcom của mình. nhờ momo xem lại giùm."
250610.0014087,"Đã thanh toán thành công , trừ tiền rồi nhưng Ko nhận được hãng gửi vé về ",Thanks bạn 
250610.0004321,"Nội dung KH: OK mình cảm ơn nhé 
 Hỗ trợ thêm từ: 250609.0011052",Giải quyết vấn đề quá nâu phải kiến nghị nhiều lần mới được 
250610.0002082,"Mình đã thanh toán cho grap 39.000đ
Yêu cầu momo hoàn trả số tiền đang tạm giữ",Giải quyết không đúng muốn khiếu nại
250610.0001097,"Mình có đặt grab và thanh toán qua momo nhưng sau đó không có xe nào, mình phải đặt lại xe khác và thanh toán tiền mặt, nhưng khoản mình thanh toán qua momo ko đc hoàn trả cho mình ạ","Mình đặt grab thanh toán qua momo, có chụp hình ảnh lại rồi ạ. Hệ thống đã trừ tiền tuy nhiên ko có xe, mình phải book lại chuyến khác và thanh toán tiền mặt
"
250610.0005701,"Mình có voucher này ý, mình liên kết Momo với Grab rồi, nhưng mà khi mình đặt hàng bên Grab ko có hiện voucher này, làm thế sao để áp dụng được vậy vif khi mình đặt ở Grab thì sẽ tự động thanh toán ở Momo luôn ý, làm sao để áp được mã vậy, hay là khi mình áp mã bên Grab thì Momo tự động áp mã cho mình?","Mình không hiểu bạn đang trả lời giải quyết kiểu gì vậy, vấn đề mình thắc mắc là tại sao mình áp dụng mã voucher Momo kia khi đặt Grab thì không được áp dụng? Mình đã bấm dùng ngay và Momo chuyển tiếp qua app Grab, mình đặt hàng nhưng vẫn không được áp mã đó vào? Lý do tại sao? "
250610.0004579,"Nội dung KH: Mình đang chưa thấy tiền được hoàn lại trong thẻ. Mong anh/chị check lại phần hoàn lại. Hoặc vui lòng hoàn lại về tài khoản momo.
 Hỗ trợ thêm từ: 250605.0008979",Hài lòng - 10/10 sao
250610.0009389,xát thực rồi mà bắc xát thực nữa . rồi bị lỗi,Ok
250610.0008154,"Nội dung KH: Ngân hàng MB 
STK 0789553846
Tên Chủ tài khoản. PHAN CHÁNH KỲ

 Hỗ trợ thêm từ: 250601.0001491",cskh báo đã xử lý xong. nhưng mình vào kiểm tra tk MB 0789553846 của chủ ví PHAN CHÁNH KỲ thì kô thấy giao dịch nào cả
250610.0002998,tôi không muốn sử dụng số điện thoại này nữa tôi muốn huỷ tài khoản momo,vui lòng liên hệ lại giúp tôi
250610.0006619,chào bạn hiện tại momo nayd 0356958283 do sdt lâu ngày k dùng nên tổng đài xoá số và k thể lấy otp đc mình muốn đổi qua số khác bên bạn giúp mình mình có tạo momo mới số 0329024876 và xác thực thông tin y như momo này,toàn ai
250610.0002549,tôi cam kết huỷ tài khoản momo nếu có vấn đề gì tôi hoàn toàn chịu trách nhiệm ,chưa giải quyết xong
250610.0004027,"tôi giới thiệu bạn nhưng không được quà
",tôi vẫn chưa đc nhận quà
250610.0014137,tôi muốn làm momo,"Tôi muốn làm momo 
"
250610.0001172,Sắt thực khuôn mặt ko đc,Chưa mở đc khuôn mặt
250610.0004387,Thanh toán thành công nhưng chưa nhận được tiền trong tài khoản,"Tôi cảm thấy rất hài lòng về cách làm việc và giải quyết vấn đề của momo, sau yêu cầu hỗ trợ lần này tôi sẽ tin dùng momo hơn."
250610.0010147,"Nội dung KH: e có nạp 2 lần. lần 1 không được và e phải nạp lần 2? và mã gd khác nhau mà? 
 Hỗ trợ thêm từ: 250609.0001587",sao e vẫn chưa được hoàn lại tiền vậy?? 
250610.0014111,tất toán xong không được hỗ trợ vay lại ạ. trong khi mọi thứ đều bình thường ,"chưa có câu trả lời rõ ràng cho vấn đề tôi hỏi.
tôi vẫn chưa biết lí do tại sao tôi k thể vay lại sau khi tất toán
"
250610.0002286,"thanh toán hết nợ kỳ trước rồi nhưng lại thông báo quá hạn và tính tiền lãi quá hạn
",vẫn cộng lãi quá hạn không giải quyết 
250610.0010028,"Mã giao dịch  : 88409123642
Số vé : 7382310902480
Mã chỗ: 5U2Q7J
Khởi hành : 20:30 ngày 11/6/2025
Mã chuyến : VN265
đổi sang ngày : 31/12/2025
Thời gian: 22:00 giá vé : 1.782.000vnd
Tên: Nguyễn thị thanh ngân

Em muốn đổi vé bay rất là gấp
Sim đăng ký tài khoản này đã bị mất
Nên tổng đài viên ko giúp em 
Mặc dù em có thể cung cấp tất cả đầy đủ thông tin cá nhân
Xin hãy giúp em 


Sdt: 0363781221
X","Tôi đồng ý đổi vé 5U2Q7J thành Hà Nội (HAN) - Tp. Hồ Chí Minh (SGN)
31/12/2025 22:00 có mất phí như đã trao đổi và cam kết, không có khiếu kiện,khiếu nại khi Momo hỗ trợ theo yêu cầu"
250610.0010208,"Nội dung KH: Tôi dùng duy nhất 1 số ví, 1 thiết bị và báo hỗ trợ trên chính thiết bị này, không cần phải nhắc nhở bảo mật. Tôi báo lỗi vì muốn các bạn kiểm tra lại app, có giao dịch lỗi và không lưu lịch sử. Ví chục triệu, thanh toán 15000 lỗi liên tiếp mà không lưu lại trên hệ thống, chỉ sót lại ở thông báo, ảnh hưởng trải nghiệm chứ, không lẽ tôi phải chụp mọi lúc để lưu giùm các bạn?
 Hỗ trợ thêm từ: 250605.0008021",Cần cầu thị hơn và bớt đổ trách nhiệm sang phía khách hàng.
250610.0009358,"Tại sao số tiền hoàn lại của tiktok shop đã hoàn lại với lý do không mua hàng mà vẫn bị tính vào nợ của ví trả sau

",Yêu cầu làm rõ vấn đề vì đây không phải lần duy nhất
250610.0011381,"Tôi có mua gói này trên tv 360 nma chỉ với giá 109k nma sau khi thanh toán lại bị trừ 199k khong biết 90k của mình bị đi đâu
",vấn đề này vẫn chưa được giải quyết
250610.0010613,trừ tiền vô cớ vô căn cứ yêu cầu hoàn tiền ,yêu cầu hoàn tiền
250610.0010192,"T nạp nhầm có thể hoàn k ạ
",Chưa đc hoàn tiền
250610.0012933,"tôi bị trừ tiền trên apple ko có chủ đích muốn hoàn lại tiền 

mã gia dịch  90311299756",tiền vẫn chưa được hoàn lại ạ 
250610.0010912,"Nội dung KH: Gửi thêm ảnh selfi cầm cccd
 Hỗ trợ thêm từ: 250610.0008624",Đội ngũ tuyệt vời
250610.0008317,"Nội dung KH: Nghĩa là ngân hàng em chuyển đã nhận đc rồi đúng k ạ? Nhận được lúc nào vậy ạ, tại bên kế toán báo không nhận đc
 Hỗ trợ thêm từ: 250607.0004588","Chưa giải quyết xong mà các anh chị bận đóng đóng cái gì. Anh chị nói là ngân hàng bên kia nhận được rồi, hôm nay lại hoàn lại tiền cho em. Thì rốt cuộc là bên kia đã nhận được chưa vậy ạ?
"
250610.0003471,"Nội dung KH: gd hôm qa e chua nhân dc
 Hỗ trợ thêm từ: 250609.0003563",rất tốt ạ
250610.0009717,thang toán quá hạn như nào ạ ,tuyệt vời 
250605.0013352,"Không nhận đủ tiền chuyển đến túi thần tài của tôi! Chỉ 2/3 giao dịch thành công, giao dịch còn lại trị giá 5.000.000 vẫn chưa nhận được vào túi thần tài 0905654848!!!",Không hài lòng!
250605.0002759,"Nội dung KH: Đã chuyển tiền thành công mà không mà túi thần tài chưa nhận được tiền 
 Hỗ trợ thêm từ: 250605.0002707",Làm ăn  thiếu chung thực
250605.0009012,Minhd nhờ momo giúp mình thu hồi chuyển tiền từ tk momo cũ sang tk momo mới,Mình cần giúp chuyển lại tiền từ ví momo cũ đến vi momo mới vì sim điện thoại cũ mình ko dùng đã 2 năm rồi .diêud chuyển sói dư giúp mình từ tk momo cũ đén tk momo mới nhé
250605.0011919,"Số tài khoản tôi là 123468683939
Tôi chuyển qua 1234686839 
Ngân hàng techcombank hết 
",Xin được giải quyết 
250605.0006376,Tôi đã chuyển tiền thành công nhưng người nhận chưa nhận được tiền,Bên nhận thông báo vẫn chưa nhận được số tiền này. Nhờ momo kiểm tra lại.
250605.0001731,"Nội dung KH: Chưa được giải quyết 
 Hỗ trợ thêm từ: 250603.0007041",Số tiền giao dịch chuyển khoản nhầm chưa được xử lý trả lại... 
250605.0013706,"Nội dung KH: Mình thấy thông báo hoàn tiền thành công nhưng đến giờ mình vẫn chưa nhận được số tiền hoàn, vậy đến khi nào mình mới nhận lại được tiền
 Hỗ trợ thêm từ: 250531.0006523","Lúc dùng mua vé xem phim thì dễ lúc hoàn tiền về thì bị mất hẳn 225.000 chỉ có thông báo, kêu hỗ trợ thì kiển nhắn tin cho có rất máy móc, nhịn nhục từ lúc tháng 5 đến giờ rồi"
250605.0010286,Giáo dịch thất bại nhưng chưa được hoàn tiền lại ,Giao dịch thất bại 3 lần mà chưa hoàn tiền lại 
250605.0012359,Grad báo lỗi và ap vẫn trừ ,Vấn đề nghiêm trọng cần phải gọi trực tiếp
250605.0010448,"tôi muốn hoàn tiền giao dịch này vì đã thực hiện giao dịch khác
","Xử lý vấn đề quá chậm, nửa tháng không xử lý xong dù đã yêu cầu hỗ trợ rất nhiều"
250605.0004228,vui lòng xử lý giao dịch không thành công,thời gian xử lý / phản hồi còn chậm
250605.0010846,"Tôi thanh toán Grab nhưng không thành công. Quá thời gian 48h rồi vẫn chưa có thay đổi trạng thái.
Tôi cần hỗ trợ vì tôi không thanh toán không tiền mặt bên Grab được nữa.",Đúng là có thông báo giao dịch thành công vào lúc 13:54 ngày 06/06/2025. Nhưng thực tế khoản nợ bên Grab của tôi không được xử lý. Tôi vào ứng dụng Grab chọn thanh toán thì lại phát sinh thêm giao dịch 89889433974 lúc 14:26 ngày 06/06/2025. Như vậy là tôi đã bị trừ tiền 2 lần cho một dịch vụ. Xin hãy kiểm tra và hoàn tiền giúp tôi.
250605.0013653,Giao dịch đqng xu ly là bao lâu ,Rất lâu nhưng vẫn ok
250605.0002809,"Chuyển tiền đến ngân hàng khác nhưng hệ thống báo lỗi, nhưng số tiền đã bị tru",Tôi rất hài lòng với chất lượng hỗ trợ và sẽ tiếp tục sử dụng ví momo
250605.0012486,Ki z tien thi tru ,Tru tien ngta mà ben nhan deo co tien sao ko tra lai may ngay nay roi
250605.0014004,"Nạp tiền chưa thành công 
","Xử lý hơi lâu 
"
250605.0011553,Tôi muốn hủy giao dịch nhận lại tiền. Giao dịch đang xử lý được 2 ngày rồi.,Vẫn chưa giải quyết được vấn đề của tôi
250605.0013329,Giao dịch thất bại nhưng bị trừ tiền,Tôi chưa được giải quyết
250605.0010494,"H mình trả góp trên dt nó có in biên lai k
A",Chưa giải viết vẫn để thanh toán 
250605.0014297,Tại sao lại trừ tiền của Tôi vậy trong khi tôi không có thực hiện giao dịch,Cảm ơn
250605.0013149,"Bảo hoàn tiền sau 2 ngày mà một tuần rồi chưa thấy hoàn
","cần giải quyết trong thời gian gần nhất

"
250605.0012647,Bên chăm sóc khách hàng kiểm tra lại cho xem hóa đơn tôi đã mua data đã thành công chưa 5 ngày rồi mà vẫn không có câu trả lời ,Mất nửa tháng rồi không dùng được tôi yêu cầu hoàn tiền 
250605.0013868,"Nội dung KH: Cấp lại mã thẽ khác được không ạ 
 Hỗ trợ thêm từ: 250604.0007906","Sao chưa xử lí mã thẻ cho tôi nữa vậy 
"
250605.0014383,"Momo oi back lai dum minh thẻ quà bi mat khi minh giao dich k thanh cong tại starbucks nhu hinh ảnh gui kèm duoi day nhe,minn da dùng 5000xu de doi nhung thanh toan that bại tại starbucks Coffee New World Saigon ne🆕 ahuhu","Giai quyet tip cho xong de ra ket quả dum minh nhe mono oiii minh chua nhan dc 5 ngàn xu back vo momo rewards of thienha ne bạn iu dấu❤❤❤❤ahuhu bùn lồng qué đii 😢😢😢 pls xem xét tip dùm thienha nhaaa 
Muahhh xoxo "
250605.0007153,"tôi đã mua sim , nhưng mã gửi về email cũ tôi cần hỗ trợ gửi về mail mới ",Tôi vẫn ch
250605.0004047,Mình không liên kết được thêm thẻ quốc tế. Hỗ trợ giúp mình nhé. Cảm ơn ạ.,"Đã cung cấp thêm thông tin, vui lòng hỗ trợ thêm giúp mình nhé"
250605.0001763,"Nội dung KH: Đã nhận được số tiền hoàn lại thành công cảm ơn MoMo và nhân viên đã hỗ trợ nhiệt tình sẽ tiếp tục ủng hộ 


 Hỗ trợ thêm từ: 250602.0001683",Cảm ơn nhân viên momo đã hỗ trợ nhiệt tình đã giải quyết vấn đề xong cảm ơn nhiều 
250605.0007796,2 tuần r mình vẫn chưa nhận được câu trả lời luôn,"Thời gian phản hồi quá lâu, mình đã gọi đúng món trong đk voucher. Lần trước thì mình được giảm còn lần này thì k."
250605.0004454,Lần trc các bạn hỗ trợ mình kêu là phải đủ số tiền thanh toán mới áp đc mã giảm mà lần này m để đủ số tiền thì chỉ thấy hoàn 35₫ theo túi thần tài ++ mà mã giảm 50% tối đa 15k cũng ko thấy tự áp vào đơn. Mà mã hoàn 10k cũng ko thấy đc hoàn tiền về. Ít nhất thì cũng một trong hai mã giảm giá phải áp dụng được chứ???? Mình mua mã của túi thần tài và đổi mã từ xu của môm để dùng mà ko dùng đc là sao?,"Mã giảm giá có quá nhiều lỗi, giải quyết quá lâu"
250605.0002201,Đã thanh toán 206.000 cho kì tất toán tiếp theo nhưng số tiền gốc tháng 9/2025 không thấy trừ đi ,Giải quyết vấn đề quá chậm 
250605.0014176,Tại sao không trừ vào ngân hàng trong khi ngân hàng tôi còn tiền giờ lại phát sinh phí dịch vụ 30k ?????,Mình đã check tiền vào ngày 10/6  chưa nhận được phần tiền hoàn phí dịch vụ 30.000đ mà ghi đã hoàn là sao vậy?
